,model_hidden_channels,model_num_layers,model_activation,model_num_iters,model_epsilon,model_normalization,model_use_dissipation,model_use_forcing,model_fix_resistance,model_in_channels,model_out_channels,data_path,model,model_instance,ckpt_path,epochs,verbose,early_stopping,conf_id,seed,m,distance,debug,root,parallelism,batch,ncpus,ngpus,mean_train_loss,std_train_loss,mean_val_loss,std_val_loss,mean_test_loss,std_test_loss
768,64,1,tanh,100,0.2,,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id192_seed100.pt,2000,True,100,sonar_192,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.026455271250000002,0.006118374923810427,0.025888398,0.006520644598167934,0.025888398,0.006520644598167934
50,64,1,tanh,50,1.0,sym,False,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id13_seed100.pt,2000,True,100,sonar_13,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.02617981,0.013343750195682298,0.026036978000000002,0.012985033859473529,0.0260369715,0.012985024302631614
799,64,1,tanh,100,0.2,sym,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id200_seed200.pt,2000,True,100,sonar_200,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0268919535,0.006864594229160745,0.02642199925,0.006940248311578454,0.02643517675,0.006964249356389213
216,64,1,tanh,50,0.2,,False,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id54_seed400.pt,2000,True,100,sonar_54,400,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.02673684625,0.010459008914980118,0.02660571925,0.01054900168522549,0.02660571975,0.010549001315977875
115,64,1,tanh,50,0.5,,False,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id29_seed100.pt,2000,True,100,sonar_29,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.02879020575,0.022760936176226806,0.0267449165,0.020232094407219858,0.026744869,0.02023200247570629
411,64,1,tanh,50,0.05,,False,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id103_seed100.pt,2000,True,100,sonar_103,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.02687270325,0.017369888901222014,0.02676697029,0.017437783420300574,0.0267669702,0.01743778360030057
110,64,1,tanh,50,0.5,,False,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id28_seed100.pt,2000,True,100,sonar_28,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0235190461,0.022867229787489025,0.02689141505,0.030207062584566638,0.026891425499999996,0.030207082038009887
872,64,1,tanh,100,0.1,,True,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id218_seed100.pt,2000,True,100,sonar_218,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0269210861,0.017269461141259337,0.026925279925,0.01712041548828949,0.0269252799,0.01712041553828949
572,64,1,tanh,50,0.01,rw,False,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id143_seed200.pt,2000,True,100,sonar_143,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.02743812675,0.006326917090886282,0.02714187225,0.006482307103155088,0.02714187225,0.006482307103155088
876,64,1,tanh,100,0.1,,True,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id219_seed200.pt,2000,True,100,sonar_219,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.027668408925,0.015775092821933585,0.027550490925000004,0.015869310816715027,0.027550490750000003,0.015869311166715024
539,64,1,tanh,50,0.01,sym,False,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id135_seed100.pt,2000,True,100,sonar_135,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.027670343,0.005944536981930946,0.02766231225,0.006001803492140695,0.02766231225,0.006001803492140695
508,64,1,tanh,50,0.01,,False,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id127_seed300.pt,2000,True,100,sonar_127,300,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.02810210875,0.01491063119449505,0.02805681685,0.014856668300293764,0.028056817074999997,0.014856667850293763
316,64,1,tanh,50,0.1,,False,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id79_seed100.pt,2000,True,100,sonar_79,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.02828722025,0.014538670177703104,0.02818066625,0.014609058167004958,0.02818066625,0.014609058167004958
892,64,1,tanh,100,0.1,,False,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id223_seed200.pt,2000,True,100,sonar_223,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.02886906525,0.013374046168950752,0.028600626999999997,0.013769456671781984,0.028600627249999996,0.013769456171781984
987,64,1,tanh,100,0.05,,False,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id247_seed400.pt,2000,True,100,sonar_247,400,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.02888333525,0.013346459507849146,0.0288897405,0.01319095433457146,0.0288897405,0.01319095433457146
827,64,1,tanh,100,0.2,sym,False,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id207_seed200.pt,2000,True,100,sonar_207,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.027877927250000004,0.01538526477880996,0.029112795499999997,0.015096196493096983,0.02911280425,0.015096206309263517
780,64,1,tanh,100,0.2,,True,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id195_seed100.pt,2000,True,100,sonar_195,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.029309868500000003,0.01249159900562482,0.029290710500000004,0.012389973674193352,0.029290710500000004,0.012389973674193352
622,64,1,tanh,100,1.0,sym,False,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id156_seed100.pt,2000,True,100,sonar_156,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.030576989125000002,0.025164469332278352,0.02960598675,0.023523193488612305,0.02960598675,0.023523193488612305
790,64,1,tanh,100,0.2,,False,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id198_seed100.pt,2000,True,100,sonar_198,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.03090178,0.006755971400714434,0.03086128625,0.00663482849002009,0.03086128625,0.00663482849002009
771,64,1,tanh,100,0.2,,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id193_seed200.pt,2000,True,100,sonar_193,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.032696321,0.0021545432983183857,0.03191844325,0.002242407884981288,0.03191860425,0.002242649454525366
220,64,1,tanh,50,0.2,,False,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id55_seed300.pt,2000,True,100,sonar_55,300,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.034975072499999996,0.0011634271199751493,0.03465530425,0.0016596201672283096,0.03465530425,0.0016596201672283096
124,64,1,tanh,50,0.5,,False,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id31_seed100.pt,2000,True,100,sonar_31,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.03555673775,2.9663262913473524e-07,0.03548508325,6.500000000048134e-09,0.03548508325,6.500000000048134e-09
984,64,1,tanh,100,0.05,,False,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id246_seed100.pt,2000,True,100,sonar_246,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.035556473,3.3902015672443733e-07,0.0354851195,2.859487133522176e-08,0.0354851195,2.859487133522176e-08
119,64,1,tanh,50,0.5,,False,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id30_seed100.pt,2000,True,100,sonar_30,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.03555655225,6.38013779890674e-07,0.035485202,2.3206177338332767e-07,0.035485202,2.3206177338332767e-07
887,64,1,tanh,100,0.1,,False,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id222_seed200.pt,2000,True,100,sonar_222,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.03555600875000001,2.579087370886776e-07,0.035485261750000004,2.2349701713190194e-07,0.035485261750000004,2.2349701713190194e-07
776,64,1,tanh,100,0.2,,True,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id194_seed200.pt,2000,True,100,sonar_194,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.035556229999999994,7.720535387319873e-07,0.035485264749999995,2.4822755017678043e-07,0.035485264749999995,2.4822755017678043e-07
678,64,1,tanh,100,0.5,,True,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id170_seed100.pt,2000,True,100,sonar_170,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0355567225,8.379215357066024e-07,0.0354853,2.969848480990395e-07,0.0354853,2.969848480990395e-07
1064,64,1,tanh,100,0.01,,True,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id266_seed200.pt,2000,True,100,sonar_266,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.03555627250000001,2.2369994784618845e-07,0.03548531075,4.355742378372425e-07,0.03548531075,4.355742378372425e-07
104,64,1,tanh,50,0.5,,True,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id26_seed200.pt,2000,True,100,sonar_26,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.035555853750000005,3.8859436863291115e-07,0.03548536325,5.181527284501489e-07,0.03548536325,5.181527284501489e-07
12,64,1,tanh,50,1.0,,True,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id3_seed300.pt,2000,True,100,sonar_3,300,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.03555522,,0.035485443,,0.035485443,
1067,64,1,tanh,100,0.01,,True,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id267_seed100.pt,2000,True,100,sonar_267,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.035555660749999995,3.327875949204274e-07,0.035485486999999996,3.1633210396503595e-07,0.035485486999999996,3.1633210396503595e-07
584,64,1,tanh,100,1.0,,True,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id146_seed100.pt,2000,True,100,sonar_146,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.03555689766666666,1.4490322057632875e-06,0.035485503,4.09271303660558e-07,0.035485503,4.09271303660558e-07
204,64,1,tanh,50,0.2,,True,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id51_seed100.pt,2000,True,100,sonar_51,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.03555658125,1.563846832866993e-06,0.03548555525,4.194308643864042e-07,0.03548555525,4.194308643864042e-07
588,64,1,tanh,100,1.0,,True,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id147_seed100.pt,2000,True,100,sonar_147,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0355564275,8.944900782011903e-07,0.035485578000000004,6.618519471906031e-07,0.035485578000000004,6.618519471906031e-07
684,64,1,tanh,100,0.5,,True,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id171_seed100.pt,2000,True,100,sonar_171,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.035556097999999994,8.65498700173082e-07,0.0354855835,6.696301217844676e-07,0.0354855835,6.696301217844676e-07
198,64,1,tanh,50,0.2,,True,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id50_seed100.pt,2000,True,100,sonar_50,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.035556121,2.7978324943966835e-07,0.035485591,3.9637187925652206e-07,0.035485591,3.9637187925652206e-07
311,64,1,tanh,50,0.1,,False,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id78_seed100.pt,2000,True,100,sonar_78,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.03555602125,9.394890011780324e-07,0.035485723250000004,2.3069659006253458e-07,0.035485723250000004,2.3069659006253458e-07
2,64,1,tanh,50,1.0,,True,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id2_seed100.pt,2000,True,100,sonar_2,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.03555668866666667,9.060338477867833e-07,0.035485737,5.915234568633271e-08,0.035485737,5.915234568633271e-08
763,64,1,tanh,100,0.5,rw,False,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id191_seed100.pt,2000,True,100,sonar_191,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0382549725,0.0365052514336311,0.03557597575,0.03159589988290473,0.03557593325,0.031595816332446326
808,64,1,tanh,100,0.2,sym,True,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id202_seed200.pt,2000,True,100,sonar_202,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.040774371175000004,0.0444027968579075,0.036743775575,0.03882779709652616,0.036759613074999996,0.03885864334169657
698,64,1,tanh,100,0.5,,False,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id175_seed100.pt,2000,True,100,sonar_175,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0377903665,0.002581464812856259,0.03761206325,0.0024621349948337366,0.03761206325,0.0024621349948337366
226,64,1,tanh,50,0.2,sym,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id57_seed100.pt,2000,True,100,sonar_57,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.04010874537,0.07487540345698164,0.038215784919999995,0.07133426898647736,0.0382155798625,0.07133385937229425
795,64,1,tanh,100,0.2,,False,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id199_seed100.pt,2000,True,100,sonar_199,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.04004536525,0.009617331124872964,0.03873924175,0.006724359453184042,0.03873924475,0.006724365451646392
21,64,1,tanh,50,1.0,,False,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id6_seed200.pt,2000,True,100,sonar_6,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0403731715,0.009614675311947858,0.040151549999999994,0.009320133002878556,0.040151549999999994,0.009320133002878556
27,64,1,tanh,50,1.0,,False,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id7_seed200.pt,2000,True,100,sonar_7,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0411119115,0.010101731672667827,0.04085047950000001,0.009806580553820532,0.04085047950000001,0.009806580553820532
79,64,1,tanh,50,1.0,rw,False,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id20_seed100.pt,2000,True,100,sonar_20,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.05732966525000001,0.04818877913087084,0.04407409975,0.030802678272111583,0.0440741345,0.030802690595919894
916,64,1,tanh,100,0.1,sym,False,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id229_seed200.pt,2000,True,100,sonar_229,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.055853981,0.07835309144954501,0.05247828325,0.07214683736066892,0.05247860075,0.07214747127792273
88,64,1,tanh,50,1.0,rw,False,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id22_seed100.pt,2000,True,100,sonar_22,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0659650325,0.10381149872096844,0.05574027275,0.08415542852943372,0.055740487750000005,0.08415585834843396
804,64,1,tanh,100,0.2,sym,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id201_seed200.pt,2000,True,100,sonar_201,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.059866565499999996,0.056169702635865494,0.0569528495,0.04945087930653948,0.05696124450000001,0.04946856193916052
